"","Season","Week","Team","R","HR","RBI","SB","OBP","SLG","K","QS","W","SV","ERA","WHIP"
"260",2011,22,"#6 The Green Monsters",78,22,77,8,0.3205,0.4504,136,14,8,7,2.7,1.132
"261",2011,22,"#11 Over The Baggy",97,23,95,12,0.342,0.4708,95,6,3,8,5.063,1.47
"262",2011,22,"#7 StraightEdge Racers",60,17,64,8,0.3159,0.3761,118,13,6,5,2.395,1.153
"263",2011,22,"#12 6-4-3 Dobermans",76,11,60,20,0.3495,0.4183,58,6,4,10,3.183,1.218
"264",2011,22,"#9 Have You Seen My Baseball?",105,36,99,16,0.3545,0.5526,80,8,7,12,4.538,1.385
"265",2012,1,"Terlingua Buffaloes",63,13,56,12,0.3558,0.422,105,9,8,12,3.438,1.183
"266",2012,1,"$1 Hot Dog Night",54,9,39,10,0.3243,0.3641,87,5,3,5,5.671,1.42
"267",2012,1,"KC Royal Blues",38,10,36,1,0.3103,0.4113,71,3,7,1,3.995,1.378
"268",2012,1,"Great Plains Gypsies",62,13,52,6,0.3368,0.4356,86,7,3,4,4.065,1.419
"269",2012,1,"All Aboard the Cain Train",61,20,66,11,0.3389,0.4988,85,8,9,8,3.459,1.153
"270",2012,1,"Over The Baggy",55,19,72,6,0.3371,0.4585,64,7,5,1,5.082,1.424
"271",2012,1,"Have You Seen My Baseball?",64,16,57,15,0.3381,0.4372,91,8,6,3,3.87,1.094
"272",2012,1,"Zues' BUTTHOLE!!!",66,15,44,4,0.2961,0.4116,93,7,5,0,3.375,1.262
"273",2012,1,"A New Beginning",48,9,45,8,0.2961,0.3683,69,6,5,7,3.089,1.351
"274",2012,1,"JHam's Vodka and Holy Water",56,10,44,6,0.3259,0.4209,51,6,6,8,2.552,1.224
"275",2012,1,"Dark Knights",58,20,64,4,0.3458,0.4828,77,8,5,2,4.124,1.244
"276",2012,1,"Kansas Sleazy",60,18,57,10,0.3576,0.4736,106,7,5,6,4.459,1.207
"277",2012,2,"KC Royal Blues",25,6,29,8,0.2923,0.3739,36,3,2,0,3.894,1.413
"278",2012,2,"Terlingua Buffaloes",45,9,31,10,0.3657,0.4345,67,10,7,8,2.268,1.02
"279",2012,2,"$1 Hot Dog Night",36,5,30,9,0.3089,0.3772,71,6,2,3,3.923,1.308
"280",2012,2,"All Aboard the Cain Train",37,9,40,3,0.3446,0.4099,72,7,3,4,4.109,1.337
"281",2012,2,"Great Plains Gypsies",35,13,44,4,0.3322,0.4731,43,5,5,8,2.882,1.298
"282",2012,2,"Over The Baggy",39,8,33,9,0.3648,0.4238,41,2,4,3,6.328,1.828
"283",2012,2,"A New Beginning",35,8,41,5,0.348,0.4355,34,5,4,5,3.232,1.268
"284",2012,2,"Have You Seen My Baseball?",42,12,39,6,0.3654,0.5072,34,5,3,6,4.395,1.326
"285",2012,2,"Zues' BUTTHOLE!!!",31,10,45,8,0.3289,0.4242,70,8,6,0,2.531,1.02
"286",2012,2,"Dark Knights",39,9,33,3,0.3509,0.4392,38,4,3,0,6.696,1.512
"287",2012,2,"JHam's Vodka and Holy Water",41,8,31,6,0.3759,0.4868,59,8,2,6,2.898,1.083
"288",2012,2,"Kansas Sleazy",35,10,47,4,0.3176,0.45,72,8,3,1,3.403,1.261
"289",2012,3,"Terlingua Buffaloes",35,7,32,2,0.3292,0.4063,63,8,5,4,3.695,1.326
"290",2012,3,"All Aboard the Cain Train",39,11,51,9,0.3411,0.463,55,8,6,4,2.559,1.109
"291",2012,3,"Over The Baggy",28,11,31,5,0.3206,0.443,53,5,4,0,3.99,1.315
"292",2012,3,"KC Royal Blues",33,10,31,4,0.3399,0.4958,42,5,4,0,0.931,1.076
"293",2012,3,"Great Plains Gypsies",40,6,26,4,0.3225,0.3986,41,6,2,3,3.902,1.283
"294",2012,3,"$1 Hot Dog Night",28,5,30,5,0.3311,0.3633,48,6,5,4,3.074,1.158
"295",2012,3,"Have You Seen My Baseball?",41,8,32,5,0.3248,0.4064,57,4,1,5,5.4,1.692
"296",2012,3,"Dark Knights",34,13,34,2,0.3509,0.5042,61,8,4,3,3.176,1.139
"297",2012,3,"Kansas Sleazy",41,9,30,9,0.3183,0.4141,40,5,5,3,3.453,1.151
"298",2012,3,"A New Beginning",34,7,32,3,0.3199,0.4044,94,9,6,8,1.943,0.864
"299",2012,3,"JHam's Vodka and Holy Water",47,12,34,5,0.33,0.4419,38,4,1,6,4.686,1.413
"300",2012,3,"Zues' BUTTHOLE!!!",38,11,36,7,0.3497,0.4646,58,7,5,0,3.051,1.339
"301",2012,4,"Over The Baggy",29,7,36,7,0.3165,0.3649,41,6,4,1,3.541,1.131
"302",2012,4,"Terlingua Buffaloes",44,13,32,11,0.3625,0.4839,47,1,4,4,5.127,1.272
"303",2012,4,"All Aboard the Cain Train",40,13,41,2,0.2931,0.4498,61,6,3,6,4.342,1.191
"304",2012,4,"Great Plains Gypsies",32,7,33,5,0.3625,0.439,45,6,5,4,3.857,1.286
"305",2012,4,"KC Royal Blues",41,12,39,5,0.3429,0.4762,58,5,2,0,2.963,1.207
"306",2012,4,"$1 Hot Dog Night",33,1,22,7,0.3,0.2874,58,5,3,3,4.043,1.319
"307",2012,4,"Kansas Sleazy",40,11,46,9,0.3377,0.4632,54,6,2,4,4.909,1.364
"308",2012,4,"Have You Seen My Baseball?",37,5,22,5,0.2908,0.3247,48,7,4,3,3.803,1.338
"309",2012,4,"Dark Knights",34,8,26,3,0.3569,0.4274,46,5,3,0,3.6,1.255
"310",2012,4,"JHam's Vodka and Holy Water",47,14,47,8,0.3794,0.5378,41,5,5,3,4.011,1.303
"311",2012,4,"A New Beginning",37,9,40,9,0.3404,0.4609,40,5,4,5,4.011,1.217
"312",2012,4,"Zues' BUTTHOLE!!!",45,12,54,4,0.3801,0.5053,59,7,5,0,2.225,0.89
"313",2012,5,"Terlingua Buffaloes",46,14,50,7,0.4,0.5575,68,5,2,5,2.827,1.037
"314",2012,5,"Great Plains Gypsies",36,10,26,7,0.2897,0.3954,50,5,5,0,4.418,1.345
"315",2012,5,"$1 Hot Dog Night",27,1,21,6,0.3439,0.3661,70,8,6,2,4.372,1.494
"316",2012,5,"Over The Baggy",37,5,37,7,0.3522,0.4164,34,2,3,0,5.159,1.662
"317",2012,5,"KC Royal Blues",34,5,26,5,0.2955,0.3435,68,5,4,0,2.882,1.146
"318",2012,5,"All Aboard the Cain Train",41,12,30,3,0.366,0.4887,53,6,4,7,1.985,1.235
"319",2012,5,"Have You Seen My Baseball?",31,3,24,3,0.3058,0.347,74,7,6,3,4.662,1.306
"320",2012,5,"JHam's Vodka and Holy Water",36,13,40,3,0.3481,0.4542,62,5,3,1,4.014,1.432
"321",2012,5,"Zues' BUTTHOLE!!!",41,6,29,11,0.32,0.3912,63,7,6,2,4.765,1.294
"322",2012,5,"Kansas Sleazy",45,12,39,4,0.4033,0.5543,42,4,2,1,4.815,1.318
"323",2012,5,"A New Beginning",28,12,41,4,0.3578,0.4647,48,4,2,9,2.659,1.045
"324",2012,5,"Dark Knights",38,7,24,8,0.3034,0.3704,39,4,5,2,3.682,1.386
"325",2012,6,"Have You Seen My Baseball?",42,7,42,8,0.3243,0.402,60,7,4,5,4.7,1.457
"326",2012,6,"Terlingua Buffaloes",42,12,36,13,0.3422,0.4144,82,8,7,7,3.101,1.216
"327",2012,6,"Zues' BUTTHOLE!!!",35,6,41,12,0.354,0.4188,56,3,4,2,5.097,1.286
"328",2012,6,"$1 Hot Dog Night",34,7,30,4,0.3276,0.393,43,3,1,1,4.828,1.609
"329",2012,6,"A New Beginning",42,16,42,4,0.375,0.5507,65,3,2,10,4.558,1.455
"330",2012,6,"KC Royal Blues",39,8,32,10,0.348,0.4271,47,5,4,2,3.156,1.227
"331",2012,6,"Dark Knights",25,7,31,6,0.3014,0.371,68,4,3,4,4.651,1.364
"332",2012,6,"All Aboard the Cain Train",41,15,40,4,0.2933,0.4309,85,6,4,6,4.711,1.43
"333",2012,6,"Kansas Sleazy",38,9,48,5,0.3375,0.4425,53,5,3,4,3.395,1.24
"334",2012,6,"Over The Baggy",33,12,42,6,0.3573,0.4434,51,6,7,2,3.436,1.227
"335",2012,6,"JHam's Vodka and Holy Water",40,7,38,8,0.3639,0.3985,56,4,2,4,4.816,1.589
"336",2012,6,"Great Plains Gypsies",37,8,24,11,0.3393,0.4319,67,7,5,3,2.864,1.106
"337",2012,7,"$1 Hot Dog Night",19,3,18,7,0.335,0.4153,42,5,5,2,3.326,1.13
"338",2012,7,"Have You Seen My Baseball?",44,12,44,5,0.3608,0.5089,58,2,2,4,7.269,1.797
"339",2012,7,"KC Royal Blues",37,10,38,9,0.3475,0.4689,46,2,5,1,4.466,1.602
"340",2012,7,"Zues' BUTTHOLE!!!",52,13,39,11,0.3643,0.5627,48,4,3,1,4.382,1.414
"341",2012,7,"All Aboard the Cain Train",40,12,41,6,0.3048,0.4079,70,6,5,5,4.298,1.433
"342",2012,7,"A New Beginning",35,11,21,2,0.3284,0.4398,63,7,5,5,2.62,1.076
"343",2012,7,"Over The Baggy",44,12,49,5,0.3646,0.5189,49,5,3,2,4.676,1.324
"344",2012,7,"Dark Knights",36,11,41,4,0.3723,0.5123,53,6,5,2,4.185,1.14
"345",2012,7,"Great Plains Gypsies",30,5,25,3,0.318,0.4167,57,5,4,4,3.393,1.311
"346",2012,7,"Kansas Sleazy",49,12,58,11,0.3754,0.5084,61,6,3,7,3,1.079
"347",2012,7,"Terlingua Buffaloes",50,17,52,8,0.3446,0.5017,52,3,3,9,6.067,1.517
"348",2012,7,"JHam's Vodka and Holy Water",49,20,51,3,0.3658,0.5784,56,6,7,3,3.39,1.103
"349",2012,8,"Have You Seen My Baseball?",41,8,40,3,0.3322,0.4745,57,7,4,5,2.469,1.029
"350",2012,8,"KC Royal Blues",40,11,37,3,0.3589,0.4962,53,7,3,0,3.24,1.2
"351",2012,8,"Zues' BUTTHOLE!!!",41,12,43,4,0.3596,0.4735,57,7,5,1,3.286,1.365
"352",2012,8,"All Aboard the Cain Train",35,12,39,5,0.3441,0.4549,71,7,6,4,3.623,1.273
"353",2012,8,"A New Beginning",47,8,35,6,0.3355,0.45,58,5,4,11,1.988,0.92
"354",2012,8,"Over The Baggy",39,16,45,5,0.3287,0.5204,70,6,7,5,3.635,1.125
"355",2012,8,"Dark Knights",29,9,31,4,0.3942,0.5122,41,2,2,6,4.85,1.347
"356",2012,8,"Great Plains Gypsies",33,7,24,8,0.344,0.4027,48,3,4,3,5.891,1.291
"357",2012,8,"Kansas Sleazy",33,9,36,6,0.3311,0.4559,58,6,4,4,3.028,1.36
"358",2012,8,"Terlingua Buffaloes",45,13,53,13,0.4265,0.5837,40,3,3,5,4.5,1.423
"359",2012,8,"JHam's Vodka and Holy Water",29,6,27,5,0.2786,0.3502,52,3,3,1,5.748,1.665
"360",2012,8,"$1 Hot Dog Night",26,3,23,4,0.3333,0.4064,35,1,2,4,5.102,1.441
"361",2012,9,"All Aboard the Cain Train",48,12,49,4,0.3675,0.4793,49,4,4,6,6.279,1.619
"362",2012,9,"Have You Seen My Baseball?",39,13,49,2,0.2862,0.4247,65,5,7,6,4.392,1.191
"363",2012,9,"Over The Baggy",36,11,48,4,0.3484,0.4981,56,6,5,0,2.727,1.197
"364",2012,9,"Zues' BUTTHOLE!!!",31,15,39,3,0.2947,0.4815,54,6,6,7,2.772,1.031
"365",2012,9,"Great Plains Gypsies",35,6,33,6,0.3546,0.4483,45,3,3,3,4.688,1.167
"366",2012,9,"A New Beginning",43,10,28,5,0.3643,0.4749,45,3,4,7,2.551,1.252
"367",2012,9,"Terlingua Buffaloes",51,14,50,5,0.3871,0.5461,87,7,6,8,3.801,1.191
"368",2012,9,"Dark Knights",40,12,38,3,0.3383,0.4833,52,7,4,0,2.328,0.879
"369",2012,9,"$1 Hot Dog Night",31,3,20,3,0.2986,0.3397,46,3,3,0,3.197,1.105
"370",2012,9,"Kansas Sleazy",32,12,32,4,0.2882,0.4109,33,3,3,4,6.048,1.728
"371",2012,9,"KC Royal Blues",44,2,25,11,0.3549,0.3619,84,6,5,0,3.773,1.14
"372",2012,9,"JHam's Vodka and Holy Water",37,10,36,5,0.3371,0.4652,59,5,5,1,3.246,1.082
"373",2012,10,"Have You Seen My Baseball?",34,5,38,8,0.3182,0.4185,80,8,6,5,2.116,0.996
"374",2012,10,"Over The Baggy",34,9,22,7,0.3233,0.4184,66,7,4,2,3.318,1.223
"375",2012,10,"Zues' BUTTHOLE!!!",31,7,22,6,0.2923,0.3498,59,4,3,3,3.78,1.065
"376",2012,10,"Great Plains Gypsies",25,11,34,3,0.3007,0.4115,46,4,4,1,2.438,1.063
"377",2012,10,"A New Beginning",35,4,25,7,0.3904,0.4183,55,5,6,7,3.465,1.123
"378",2012,10,"Terlingua Buffaloes",34,12,31,4,0.3619,0.4674,68,6,1,6,5.4,1.468
"379",2012,10,"Dark Knights",26,7,32,0,0.3538,0.4386,56,6,3,3,2.314,0.926
"380",2012,10,"$1 Hot Dog Night",30,6,27,6,0.2843,0.3504,60,6,3,4,1.755,0.945
"381",2012,10,"Kansas Sleazy",30,13,44,5,0.3841,0.5388,46,4,2,6,4.215,1.405
"382",2012,10,"KC Royal Blues",41,10,30,10,0.345,0.4433,57,7,5,0,2.516,1.062
"383",2012,10,"JHam's Vodka and Holy Water",13,3,11,2,0.2655,0.3084,38,6,3,2,2.525,1.122
"384",2012,10,"All Aboard the Cain Train",30,10,38,1,0.3244,0.4138,85,5,6,5,3.48,1.2
"385",2012,11,"Great Plains Gypsies",35,3,33,4,0.3764,0.4298,52,4,3,3,3.833,1.204
"386",2012,11,"Have You Seen My Baseball?",48,17,43,8,0.3688,0.5564,49,4,6,3,4.075,1.547
"387",2012,11,"Terlingua Buffaloes",49,13,29,9,0.3679,0.5019,49,6,4,4,2.522,0.874
"388",2012,11,"Zues' BUTTHOLE!!!",35,7,32,5,0.277,0.3657,57,5,4,4,3.447,1.069
"389",2012,11,"$1 Hot Dog Night",29,8,32,4,0.3467,0.4444,45,6,4,3,1.941,1.039
"390",2012,11,"A New Beginning",36,10,31,5,0.2988,0.4148,39,2,3,8,3.13,1.283
"391",2012,11,"KC Royal Blues",29,6,24,11,0.2808,0.3309,50,5,4,0,3.076,1.044
"392",2012,11,"Dark Knights",20,5,22,4,0.3074,0.3318,53,6,5,3,2.857,1.032
"393",2012,11,"All Aboard the Cain Train",38,8,24,5,0.3095,0.3881,64,5,3,4,5.23,1.492
"394",2012,11,"Kansas Sleazy",36,9,34,2,0.3277,0.4059,50,2,5,7,4.909,1.481
"395",2012,11,"Over The Baggy",47,18,59,7,0.3729,0.5649,49,7,4,0,2.585,1.037
"396",2012,11,"JHam's Vodka and Holy Water",45,12,48,0,0.3502,0.4877,47,4,5,0,6.708,1.696
"397",2012,12,"$1 Hot Dog Night",41,9,38,7,0.3377,0.4504,30,2,1,3,8.832,1.598
"398",2012,12,"Terlingua Buffaloes",51,15,43,8,0.3142,0.47,65,7,6,7,2.971,1.148
"399",2012,12,"Great Plains Gypsies",46,11,42,6,0.3793,0.5226,33,2,2,1,7.387,1.84
"400",2012,12,"KC Royal Blues",42,9,29,10,0.3116,0.3856,71,5,5,0,3.556,1.185
"401",2012,12,"Over The Baggy",46,13,46,10,0.3628,0.5081,48,5,7,3,4.005,1.17
"402",2012,12,"All Aboard the Cain Train",41,11,54,7,0.3364,0.4676,68,5,5,9,3.687,1.217
"403",2012,12,"Zues' BUTTHOLE!!!",52,12,40,8,0.3323,0.4419,56,7,4,1,3.522,1.217
"404",2012,12,"Have You Seen My Baseball?",44,12,40,8,0.3282,0.4628,48,6,4,5,2.065,1.182
"405",2012,12,"JHam's Vodka and Holy Water",35,9,28,2,0.3368,0.4177,59,7,5,1,2.912,1.074
"406",2012,12,"A New Beginning",44,13,53,2,0.3863,0.5263,45,3,3,6,4.765,1.431
"407",2012,12,"Kansas Sleazy",57,13,49,5,0.3946,0.5642,43,1,2,5,7.286,1.738
"408",2012,12,"Dark Knights",36,6,30,1,0.3274,0.4087,59,5,8,3,3.176,1.294
"409",2012,13,"Terlingua Buffaloes",49,11,43,5,0.3455,0.461,67,6,5,11,4.034,1.161
"410",2012,13,"KC Royal Blues",45,10,31,10,0.311,0.4052,46,4,4,0,8.321,1.981
"411",2012,13,"All Aboard the Cain Train",51,14,46,7,0.3832,0.4911,65,8,6,4,2.855,1.123
"412",2012,13,"$1 Hot Dog Night",49,12,59,10,0.3596,0.5237,54,4,1,4,5.372,1.618
"413",2012,13,"Over The Baggy",41,9,38,3,0.3437,0.4589,59,7,5,4,3.423,1.268
"414",2012,13,"Great Plains Gypsies",36,11,41,6,0.3276,0.4549,58,4,4,4,4.765,1.471
"415",2012,13,"Have You Seen My Baseball?",42,11,47,3,0.3229,0.4113,60,6,3,5,2.571,1.143
"416",2012,13,"A New Beginning",42,11,47,5,0.3621,0.4744,51,5,0,6,4.154,1.212
"417",2012,13,"Dark Knights",38,12,41,11,0.3718,0.4635,56,4,4,2,5.85,1.517
"418",2012,13,"Zues' BUTTHOLE!!!",36,9,30,4,0.2991,0.3468,53,7,7,4,3.652,1.168
"419",2012,13,"Kansas Sleazy",39,5,27,7,0.3141,0.3789,59,6,5,2,3.82,1.317
"420",2012,13,"JHam's Vodka and Holy Water",31,10,27,6,0.3077,0.3778,52,4,3,3,3.924,1.238
"421",2012,14,"All Aboard the Cain Train",59,16,45,10,0.351,0.4545,99,7,5,11,4.333,1.389
"422",2012,14,"Terlingua Buffaloes",50,11,40,12,0.3448,0.4163,97,11,7,8,1.976,0.97
"423",2012,14,"KC Royal Blues",69,19,64,10,0.3504,0.5128,101,9,5,0,3.375,1.135
"424",2012,14,"Over The Baggy",67,23,59,9,0.3333,0.4909,67,5,7,0,6.132,1.637
"425",2012,14,"$1 Hot Dog Night",51,11,51,11,0.3172,0.4123,86,8,6,1,4.05,1.223
"426",2012,14,"Great Plains Gypsies",40,11,37,12,0.3495,0.4609,29,2,2,2,4.725,1.275
"427",2012,14,"Dark Knights",60,11,43,7,0.3725,0.4425,68,7,7,4,4.039,1.228
"428",2012,14,"Have You Seen My Baseball?",59,20,63,5,0.3205,0.4653,95,9,8,9,3.414,1.328
"429",2012,14,"A New Beginning",57,16,53,5,0.3604,0.464,92,10,9,10,3.644,1.256
"430",2012,14,"Kansas Sleazy",68,20,67,9,0.3782,0.5504,70,7,4,5,3.965,1.374
"431",2012,14,"Zues' BUTTHOLE!!!",57,20,53,8,0.3621,0.5268,91,9,7,5,5.751,1.488
"432",2012,14,"JHam's Vodka and Holy Water",50,12,58,7,0.3375,0.4033,73,3,4,8,5.81,1.494
"433",2012,15,"Terlingua Buffaloes",39,8,25,10,0.3333,0.4138,66,5,1,12,3.687,1.07
"434",2012,15,"Over The Baggy",29,12,36,1,0.3439,0.4627,63,3,5,0,4.524,1.209
"435",2012,15,"Great Plains Gypsies",33,5,24,5,0.3167,0.3397,63,8,7,3,2.303,1.081
"436",2012,15,"All Aboard the Cain Train",52,24,57,3,0.3379,0.6061,70,7,4,8,2.353,1.17
"437",2012,15,"$1 Hot Dog Night",44,14,44,7,0.392,0.5581,37,3,1,1,6.188,1.646
"438",2012,15,"KC Royal Blues",41,11,32,7,0.341,0.4375,45,4,3,0,5.4,1.341
"439",2012,15,"Have You Seen My Baseball?",27,7,30,7,0.2973,0.3843,54,3,5,6,5.754,1.475
"440",2012,15,"Kansas Sleazy",39,9,42,11,0.3418,0.4558,43,4,3,4,4.969,1.436
"441",2012,15,"JHam's Vodka and Holy Water",33,11,48,10,0.3588,0.5021,84,8,6,3,3.916,1.305
"442",2012,15,"Dark Knights",37,5,22,3,0.3889,0.4398,62,7,6,3,2.038,0.934
"443",2012,15,"Zues' BUTTHOLE!!!",43,14,40,7,0.2959,0.4158,87,8,5,6,2.781,1.004
"444",2012,15,"A New Beginning",36,12,44,3,0.2862,0.4192,74,4,5,3,4.524,1.335
"445",2012,16,"Great Plains Gypsies",36,9,37,1,0.3958,0.4756,48,4,5,3,4.909,1.288
"446",2012,16,"Terlingua Buffaloes",31,6,39,8,0.3437,0.3902,57,4,5,5,4.043,1.219
"447",2012,16,"Over The Baggy",42,13,49,6,0.3195,0.4404,48,7,4,2,2.7,0.967
"448",2012,16,"$1 Hot Dog Night",32,6,33,7,0.3511,0.4167,33,3,3,2,4.068,1.068
"449",2012,16,"All Aboard the Cain Train",35,14,53,2,0.328,0.4353,74,5,0,2,5.07,1.465
"450",2012,16,"KC Royal Blues",38,9,30,6,0.3194,0.4078,51,5,5,2,2.951,1.393
"451",2012,16,"JHam's Vodka and Holy Water",52,17,54,8,0.4068,0.5986,65,5,5,5,5.672,1.588
"452",2012,16,"Have You Seen My Baseball?",50,14,38,1,0.3333,0.4568,60,6,8,6,3.699,1.384
"453",2012,16,"Kansas Sleazy",55,8,40,13,0.4078,0.552,65,7,6,1,3.284,1.203
"454",2012,16,"Zues' BUTTHOLE!!!",55,16,58,10,0.3848,0.5263,58,6,7,3,3.226,1.088
"455",2012,16,"Dark Knights",33,8,32,3,0.3483,0.4419,20,1,1,2,6.171,1.457
"456",2012,16,"A New Beginning",32,9,50,4,0.3223,0.4242,85,7,5,2,4.324,1.207
"457",2012,17,"Have You Seen My Baseball?",41,13,44,5,0.3247,0.4731,69,8,6,4,3.35,1.106
"458",2012,17,"Terlingua Buffaloes",47,13,51,6,0.2993,0.4755,83,6,4,11,2.566,1.14
"459",2012,17,"Zues' BUTTHOLE!!!",38,6,39,9,0.264,0.3627,73,11,6,4,3.747,1.132
"460",2012,17,"$1 Hot Dog Night",38,12,44,4,0.3333,0.53,55,7,3,1,3.031,1.316
"461",2012,17,"A New Beginning",36,10,62,9,0.3144,0.4207,41,6,5,2,5.031,1.398
"462",2012,17,"KC Royal Blues",35,11,35,6,0.3257,0.4015,52,5,5,2,4.349,1.309
"463",2012,17,"Dark Knights",35,9,34,7,0.3881,0.4699,17,2,0,0,1.227,0.545
"464",2012,17,"All Aboard the Cain Train",40,8,44,6,0.3544,0.4354,60,5,5,9,3.533,1.065
"465",2012,17,"Kansas Sleazy",42,10,41,3,0.3089,0.4167,45,2,1,4,4.556,1.294
"466",2012,17,"Over The Baggy",50,14,51,5,0.3556,0.5488,67,5,4,0,3.836,1.279
"467",2012,17,"JHam's Vodka and Holy Water",49,15,40,4,0.2978,0.412,62,5,4,3,4.853,1.313
"468",2012,17,"Great Plains Gypsies",46,12,33,6,0.337,0.502,63,4,6,1,5.684,1.349
"469",2012,18,"$1 Hot Dog Night",40,11,39,5,0.3226,0.4564,49,5,3,2,5.306,1.543
"470",2012,18,"Have You Seen My Baseball?",35,3,19,4,0.2876,0.3452,61,7,4,2,4.295,1.282
"471",2012,18,"KC Royal Blues",38,13,28,4,0.3312,0.4688,51,5,4,2,5.028,1.241
"472",2012,18,"Zues' BUTTHOLE!!!",37,13,36,6,0.3077,0.4444,57,8,4,5,5.424,1.389
"473",2012,18,"All Aboard the Cain Train",55,18,50,5,0.3462,0.5799,70,7,7,9,1.792,0.982
"474",2012,18,"A New Beginning",32,8,37,2,0.3394,0.4449,52,5,7,4,3.675,1.225
"475",2012,18,"Over The Baggy",50,17,52,4,0.3831,0.5596,50,8,5,0,2.634,1.171
"476",2012,18,"Dark Knights",27,4,22,6,0.3486,0.3858,13,2,0,0,2.613,1.016
"477",2012,18,"Great Plains Gypsies",31,9,40,5,0.3333,0.4525,48,6,3,0,2.923,1.175
"478",2012,18,"Kansas Sleazy",40,6,33,5,0.289,0.361,73,6,2,7,3.375,0.865
"479",2012,18,"Terlingua Buffaloes",47,15,45,2,0.3524,0.4652,68,4,4,8,3.563,1.173
"480",2012,18,"JHam's Vodka and Holy Water",43,11,33,6,0.338,0.4729,78,8,7,5,4.655,1.299
"481",2012,19,"Have You Seen My Baseball?",55,14,52,7,0.3662,0.539,44,3,4,2,4.068,1.253
"482",2012,19,"KC Royal Blues",32,6,26,6,0.3196,0.3716,39,2,2,2,4.433,1.366
"483",2012,19,"Zues' BUTTHOLE!!!",33,6,35,5,0.331,0.3861,55,7,7,1,4.558,1.234
"484",2012,19,"All Aboard the Cain Train",28,8,39,9,0.3279,0.4139,69,7,6,11,2.394,1.123
"485",2012,19,"A New Beginning",18,4,24,1,0.3,0.3148,68,5,5,2,3.316,1.14
"486",2012,19,"Over The Baggy",33,9,35,7,0.3144,0.4109,60,5,5,1,4.05,1.183
"487",2012,19,"Dark Knights",31,7,40,6,0.3493,0.4025,17,1,1,0,6.48,1.44
"488",2012,19,"Great Plains Gypsies",39,10,34,4,0.3646,0.4781,46,2,2,3,5.684,1.491
"489",2012,19,"Kansas Sleazy",40,14,37,2,0.3426,0.515,48,5,1,4,4.167,1.444
"490",2012,19,"Terlingua Buffaloes",37,10,35,6,0.3191,0.4418,66,6,3,9,2.805,1.026
"491",2012,19,"JHam's Vodka and Holy Water",48,12,50,13,0.3652,0.5132,52,7,6,6,3.041,1.297
"492",2012,19,"$1 Hot Dog Night",36,6,31,6,0.2937,0.3553,34,5,4,1,3.49,1.184
"493",2012,20,"All Aboard the Cain Train",41,9,43,3,0.3484,0.412,72,7,6,3,3.057,1.189
"494",2012,20,"Have You Seen My Baseball?",29,11,40,5,0.2796,0.4214,51,4,3,4,5.684,1.526
"495",2012,20,"Over The Baggy",37,9,36,6,0.3238,0.393,39,3,3,2,4.86,1.4
"496",2012,20,"Zues' BUTTHOLE!!!",39,6,30,9,0.2857,0.3859,64,5,4,1,4.869,1.389
"497",2012,20,"Great Plains Gypsies",30,9,42,3,0.3415,0.4423,50,5,7,3,4.35,1.25
"498",2012,20,"A New Beginning",37,17,66,0,0.3333,0.5547,59,6,2,5,2.468,1.016
"499",2012,20,"Terlingua Buffaloes",45,11,41,7,0.3448,0.4674,69,5,4,7,5.735,1.606
"500",2012,20,"Dark Knights",26,4,18,8,0.3022,0.3264,23,4,4,0,2.7,1.238
"501",2012,20,"$1 Hot Dog Night",53,9,42,10,0.381,0.4826,51,5,1,5,4.043,1.251
"502",2012,20,"Kansas Sleazy",31,8,24,5,0.3647,0.4402,67,4,3,5,4.442,1.247
"503",2012,20,"KC Royal Blues",46,12,44,3,0.3387,0.4599,61,5,4,3,2.882,1.365
"504",2012,20,"JHam's Vodka and Holy Water",46,11,37,7,0.3355,0.4604,50,6,6,5,4.418,1.5
"505",2012,21,"#4 Over The Baggy",63,16,63,13,0.3183,0.3828,100,13,7,1,3.265,1.15
"506",2012,21,"#1 Terlingua Buffaloes",81,24,71,11,0.3631,0.4631,108,11,5,13,2.752,1.149
"507",2012,21,"#3 All Aboard the Cain Train",77,20,77,13,0.345,0.4673,145,12,10,11,3.8,1.286
"508",2012,21,"#2 Zues' BUTTHOLE!!!",90,25,80,15,0.3308,0.4542,141,11,10,1,4.182,1.302
"509",2012,21,"#6 Kansas Sleazy",67,21,64,10,0.3589,0.4739,100,7,8,10,4.541,1.284
"510",2012,21,"#5 Have You Seen My Baseball?",72,22,63,6,0.3158,0.454,120,7,9,6,4.535,1.48
"511",2012,21,"#8 A New Beginning",61,17,80,5,0.3303,0.4136,78,4,3,6,4.598,1.435
"512",2012,21,"#7 JHam's Vodka and Holy Water",83,23,65,14,0.3493,0.4843,124,9,11,11,3.409,1.174
"513",2012,21,"#10 KC Royal Blues",73,24,68,10,0.3283,0.4417,122,10,6,4,3.867,1.186
"514",2012,21,"#9 Great Plains Gypsies",63,17,66,14,0.3304,0.4297,80,10,4,10,3.201,1.267
"515",2012,21,"#12 Dark Knights",57,10,43,10,0.3333,0.4124,50,6,1,0,2.924,1.146
"516",2012,21,"#11 $1 Hot Dog Night",56,18,63,12,0.3358,0.4351,68,7,7,3,4.601,1.251
"517",2012,22,"#3 All Aboard the Cain Train",88,21,73,23,0.348,0.4134,185,17,16,10,3.562,1.275
