Season,Week,Team,R,HR,RBI,SB,OBP,SLG,K,QS,W,SV,ERA,WHIP
2014,6,Texas Spoilers,31,8,30,7,0.3139,0.3732,67,10,4,5,4.221,1.407
2014,6,KC Royal Monarchs,35,11,31,1,0.2862,0.39,49,6,4,1,3.032,1.332
2014,6,Master Batters,45,8,32,9,0.3067,0.4014,82,11,5,7,3.098,1.249
2014,6,OBP Kenobi,42,11,29,9,0.3874,0.4786,63,4,5,8,5.645,1.405
2014,6,Jaso For  Prime Minister,35,8,32,3,0.3388,0.4164,90,10,9,2,3.514,1.286
2014,6,Kansas Sleazy,29,3,21,2,0.266,0.2982,59,5,1,3,4.154,1.323
2014,6,Sweet Sweenies,35,12,37,3,0.3723,0.512,73,7,0,1,3.347,1.153
2014,7,Kansas Sleazy,20,7,29,6,0.316,0.39,60,4,4,1,4.524,1.378
2014,7,Valar Morghulis,38,8,30,5,0.2921,0.3862,53,5,5,3,3.418,1.329
2014,7,OBP Kenobi,31,10,32,3,0.3209,0.4291,87,7,6,9,3.064,1.277
2014,7,Master Batters,39,10,40,9,0.3526,0.4929,43,6,4,0,5.636,1.515
2014,7,NoPo HammaJammas,31,6,29,8,0.3182,0.4108,81,6,6,3,2.824,1.079
2014,7,Sweet Sweenies,38,8,28,3,0.3239,0.4186,60,3,4,5,4.857,1.333
2014,7,Rockford Peaches,32,8,30,1,0.3236,0.4197,51,5,3,6,4.129,1.482
2014,7,The Elbow Room,37,9,53,2,0.3345,0.4677,74,6,5,2,4.163,1.338
2014,7,One Hit Wonders,37,10,35,7,0.3311,0.4259,96,7,6,6,3.068,1.169
2014,7,Jaso For  Prime Minister,31,8,29,4,0.3271,0.4008,64,7,7,2,4.605,1.291
2014,7,KC Royal Monarchs,41,11,44,2,0.3498,0.4645,86,9,8,1,2.639,1.038
2014,7,Texas Spoilers,28,10,40,5,0.301,0.3927,56,8,6,5,3.659,1.198
2014,8,NoPo HammaJammas,33,7,25,9,0.282,0.376,44,3,2,5,5.897,1.414
2014,8,Valar Morghulis,54,10,36,10,0.3804,0.4742,60,5,3,2,3.273,1.333
2014,8,Kansas Sleazy,26,5,26,1,0.3031,0.3675,56,3,2,1,5.426,1.515
2014,8,The Elbow Room,31,8,30,8,0.3151,0.3838,68,8,4,4,3.176,1.2
2014,8,OBP Kenobi,29,4,26,9,0.3197,0.3806,60,6,8,7,2.7,0.941
2014,8,Texas Spoilers,41,12,35,3,0.325,0.4603,57,5,3,1,4.79,1.306
2014,8,Rockford Peaches,29,14,48,1,0.2813,0.4373,82,6,6,6,3.734,1.351
2014,8,Jaso For  Prime Minister,29,6,27,4,0.3615,0.4196,84,9,4,2,3.654,1.342
2014,8,KC Royal Monarchs,40,9,33,3,0.3539,0.4607,80,8,6,2,3.829,1.287
2014,8,Sweet Sweenies,27,9,28,6,0.3706,0.4362,52,6,6,4,2.515,0.956
2014,8,One Hit Wonders,42,7,26,7,0.3643,0.416,78,5,4,4,3.285,1.106
2014,8,Master Batters,48,13,44,4,0.3962,0.5563,66,7,5,3,3.563,1.127
2014,9,KC Royal Monarchs,31,9,30,4,0.2862,0.3771,60,6,6,3,4.112,1.355
2014,9,Valar Morghulis,47,4,25,8,0.3503,0.4028,106,9,5,2,4.314,1.314
2014,9,NoPo HammaJammas,44,4,25,5,0.299,0.3394,65,7,6,1,1.947,1.082
2014,9,The Elbow Room,32,9,28,7,0.3194,0.3887,74,6,4,4,3.301,1.074
2014,9,Rockford Peaches,46,15,55,6,0.373,0.5282,62,4,2,3,4.821,1.286
2014,9,Master Batters,34,5,23,9,0.3091,0.372,86,11,9,3,2.931,1.036
2014,9,Kansas Sleazy,27,11,34,2,0.3134,0.4659,68,5,2,4,3.549,1.127
2014,9,Jaso For  Prime Minister,35,8,32,4,0.3401,0.407,88,6,7,3,3.669,1.422
2014,9,One Hit Wonders,35,6,34,7,0.3205,0.3972,90,6,4,3,4.938,1.459
2014,9,Texas Spoilers,48,12,46,3,0.3512,0.4626,78,6,7,5,4.618,1.313
2014,9,OBP Kenobi,42,14,53,5,0.3547,0.486,58,4,3,4,4.181,1.239
2014,9,Sweet Sweenies,27,8,31,4,0.316,0.3686,74,9,6,6,3.27,1.078
2014,10,OBP Kenobi,36,9,46,6,0.323,0.4266,64,7,5,6,3.102,1.149
2014,10,Valar Morghulis,50,19,49,7,0.3481,0.5248,88,6,7,0,3.944,1.247
2014,10,Rockford Peaches,31,7,31,6,0.3289,0.3993,54,4,5,8,4.005,1.286
2014,10,Texas Spoilers,42,13,44,8,0.3729,0.5229,65,4,5,3,5.4,1.596
2014,10,KC Royal Monarchs,38,12,36,5,0.3046,0.4074,71,9,6,2,3.012,1.131
2014,10,The Elbow Room,35,8,38,8,0.3513,0.4176,88,8,3,1,3.798,1.255
2014,10,Kansas Sleazy,38,7,33,4,0.3504,0.4357,52,5,3,5,3.553,1.216
2014,10,Master Batters,36,10,37,3,0.3495,0.4911,57,5,3,6,4.696,1.317
2014,10,NoPo HammaJammas,33,3,31,9,0.3649,0.4016,64,5,4,4,4.257,1.351
2014,10,Jaso For  Prime Minister,41,10,40,2,0.317,0.4214,51,4,4,3,2.793,1.103
2014,10,One Hit Wonders,43,19,48,8,0.3502,0.5468,96,7,7,5,2.719,1.144
2014,10,Sweet Sweenies,40,9,24,3,0.3209,0.4163,66,7,4,3,3.465,1.155
2014,11,Rockford Peaches,29,8,35,2,0.3086,0.42,52,5,3,6,4.78,1.335
2014,11,Sweet Sweenies,34,9,42,1,0.3186,0.403,61,5,3,6,2.189,1.022
2014,11,KC Royal Monarchs,38,8,38,8,0.3477,0.4286,75,7,4,2,3.547,1.169
2014,11,Jaso For  Prime Minister,29,5,36,1,0.3377,0.4014,72,8,6,6,3.526,1.153
2014,11,One Hit Wonders,36,9,38,4,0.3441,0.442,104,9,4,6,3.192,1.093
2014,11,Valar Morghulis,42,14,52,10,0.3805,0.5327,93,8,8,0,3.511,1.282
2014,11,OBP Kenobi,32,7,34,6,0.3012,0.3429,56,5,2,7,3.699,1.233
2014,11,The Elbow Room,36,11,35,4,0.3776,0.5236,73,5,5,3,4.101,1.38
2014,11,Kansas Sleazy,31,3,23,4,0.311,0.354,64,6,4,2,3.582,1.071
2014,11,Texas Spoilers,28,7,26,4,0.3264,0.3676,69,8,8,3,3.871,1.226
2014,11,NoPo HammaJammas,36,6,38,5,0.3333,0.4223,60,7,6,1,4.369,1.444
2014,11,Master Batters,35,7,32,3,0.3344,0.4201,64,9,3,1,3.219,1.235
2014,12,One Hit Wonders,39,7,41,9,0.363,0.4286,101,8,3,9,3.115,1.177
2014,12,Rockford Peaches,36,14,45,5,0.339,0.4747,66,7,3,4,4.145,1.27
2014,12,KC Royal Monarchs,48,9,40,4,0.3237,0.4116,75,9,6,2,2.7,1.009
2014,12,OBP Kenobi,35,10,48,3,0.322,0.4433,64,5,4,9,4.576,1.475
2014,12,Kansas Sleazy,34,10,44,4,0.3467,0.4821,52,9,5,0,3.211,1.242
2014,12,NoPo HammaJammas,50,12,34,3,0.355,0.5072,51,8,2,1,3.453,1.186
2014,12,The Elbow Room,38,4,23,7,0.3042,0.3665,96,8,5,2,2.956,1.04
2014,12,Valar Morghulis,36,9,38,11,0.3563,0.4175,92,8,6,0,4.313,1.375
2014,12,Sweet Sweenies,31,8,43,4,0.3414,0.4604,57,6,4,2,4.27,1.493
2014,12,Texas Spoilers,32,7,31,4,0.3446,0.4275,83,8,9,4,4.401,1.11
2014,12,Master Batters,41,9,32,4,0.3485,0.4552,53,7,5,5,3.974,1.377
2014,12,Jaso For  Prime Minister,45,9,34,1,0.32,0.3556,64,6,6,6,3.704,1.367
2014,13,KC Royal Monarchs,42,16,40,6,0.3474,0.5382,71,8,3,3,3.925,1.414
2014,13,Rockford Peaches,30,4,27,4,0.3488,0.365,91,9,8,5,3.219,1.023
2014,13,NoPo HammaJammas,41,6,33,7,0.3627,0.4651,57,6,4,1,4.009,1.467
2014,13,One Hit Wonders,37,8,44,9,0.3487,0.4893,67,6,5,10,2.813,1.078
2014,13,Kansas Sleazy,29,7,31,6,0.3008,0.3805,39,4,3,0,5.704,1.225
2014,13,OBP Kenobi,43,10,44,2,0.3666,0.4836,71,6,4,5,3.462,1.013
2014,13,Master Batters,44,10,42,5,0.3396,0.4621,83,12,6,5,3.125,1.175
2014,13,Valar Morghulis,37,3,30,20,0.3453,0.3621,115,10,7,1,3.365,1.249
2014,13,Texas Spoilers,26,7,37,1,0.297,0.3442,49,4,5,6,5.188,1.533
2014,13,The Elbow Room,40,10,35,7,0.3481,0.474,75,4,5,2,5.129,1.505
2014,13,Sweet Sweenies,44,10,36,6,0.3597,0.4718,60,8,4,1,3.733,1.023
2014,13,Jaso For  Prime Minister,35,5,28,5,0.3321,0.4156,65,4,5,2,5.274,1.381
2014,14,Kansas Sleazy,19,4,19,1,0.2731,0.2974,57,8,4,0,3.761,1.284
2014,14,One Hit Wonders,49,13,45,13,0.3431,0.4745,71,9,6,10,2.305,0.976
2014,14,OBP Kenobi,38,4,33,2,0.3854,0.4559,63,10,6,4,2.484,1.044
2014,14,Rockford Peaches,21,6,33,5,0.3285,0.377,58,8,7,4,3,1.308
2014,14,NoPo HammaJammas,31,3,27,7,0.325,0.3413,40,4,3,3,3.553,1.243
2014,14,KC Royal Monarchs,38,7,30,6,0.3248,0.3754,75,5,8,1,3.782,1.214
2014,14,Jaso For  Prime Minister,28,4,19,3,0.3029,0.351,68,7,8,0,3.347,1.339
2014,14,Valar Morghulis,42,10,42,10,0.3805,0.5464,92,8,5,3,2.619,0.94
2014,14,Sweet Sweenies,33,2,29,5,0.4,0.4195,57,7,1,4,3.424,1.229
2014,14,The Elbow Room,28,3,26,7,0.2901,0.3071,83,6,5,4,3.682,1.289
2014,14,Texas Spoilers,34,13,34,3,0.318,0.4483,74,7,7,1,4.027,1.159
2014,14,Master Batters,46,9,39,7,0.348,0.4555,79,8,5,6,3.844,1.2
2014,15,NoPo HammaJammas,32,4,20,6,0.3074,0.3993,48,4,4,1,6.362,1.672
2014,15,Rockford Peaches,31,7,24,4,0.2357,0.2935,52,5,5,6,4.479,1.244
2014,15,Kansas Sleazy,29,6,38,3,0.3162,0.4231,61,6,4,0,3.777,1.244
2014,15,KC Royal Monarchs,43,14,39,5,0.3489,0.4983,87,6,4,4,5.023,1.337
2014,15,OBP Kenobi,28,5,44,3,0.3725,0.4566,82,9,9,5,3.375,1.146
2014,15,One Hit Wonders,45,9,48,6,0.3517,0.4768,83,8,6,6,4.029,1.267
2014,15,Texas Spoilers,33,7,31,2,0.3178,0.4203,90,9,5,2,3.981,1.231
2014,15,Valar Morghulis,45,15,47,8,0.3009,0.4691,90,8,4,6,2.767,0.996
2014,15,Jaso For  Prime Minister,39,5,31,5,0.3596,0.412,74,8,8,0,3.012,1.326
2014,15,The Elbow Room,43,12,42,5,0.3393,0.4837,79,10,5,4,3,1.067
2014,15,Sweet Sweenies,35,8,38,6,0.3682,0.4525,55,5,4,3,5.096,1.337
2014,15,Master Batters,36,7,36,6,0.3494,0.4036,54,5,4,7,3.716,1.183
2014,16,Kansas Sleazy,42,12,44,4,0.3264,0.4249,79,6,6,1,3.438,1.258
2014,16,Rockford Peaches,46,12,44,7,0.3309,0.4038,82,9,8,10,3.34,1.144
2014,16,KC Royal Monarchs,76,23,64,4,0.3715,0.5521,91,11,6,1,2.733,1.058
2014,16,One Hit Wonders,49,13,48,10,0.3229,0.401,134,12,8,12,3.306,1.232
2014,16,NoPo HammaJammas,54,12,56,11,0.329,0.4115,67,4,4,3,3.996,1.272
2014,16,OBP Kenobi,58,17,74,7,0.349,0.4756,93,8,5,10,4.182,1.304
2014,16,Sweet Sweenies,34,5,33,5,0.3049,0.3556,116,10,5,4,3.156,1.184
2014,16,Valar Morghulis,58,14,45,7,0.3422,0.4197,135,12,9,11,2.651,1.078
2014,16,Master Batters,51,8,49,5,0.3191,0.3868,118,8,10,7,3.717,1.286
2014,16,The Elbow Room,39,9,46,5,0.2782,0.3506,142,12,8,10,3.807,1.289
2014,16,Texas Spoilers,45,9,43,3,0.3204,0.4037,122,11,4,6,3.769,1.428
2014,16,Jaso For  Prime Minister,49,14,48,12,0.3446,0.4351,93,7,5,0,4.007,1.272
2014,17,Valar Morghulis,38,3,38,7,0.3164,0.3322,72,7,4,5,1.185,0.98
2014,17,Rockford Peaches,25,7,25,1,0.2872,0.3255,51,5,2,11,4.37,1.249
2014,17,The Elbow Room,50,8,41,7,0.402,0.4945,55,6,7,4,3.891,1.258
2014,17,One Hit Wonders,37,7,31,6,0.3056,0.3913,106,13,5,4,3.466,1.227
2014,17,Jaso For  Prime Minister,29,7,23,5,0.3103,0.4052,43,6,6,0,3.234,1.219
2014,17,OBP Kenobi,36,9,35,4,0.3346,0.4534,78,8,4,6,3,1.089
2014,17,Master Batters,41,14,45,3,0.3344,0.4695,78,6,4,3,3.086,1.029
2014,17,KC Royal Monarchs,48,10,41,13,0.4006,0.5033,56,4,1,3,4.808,1.397
2014,17,Texas Spoilers,29,7,28,5,0.2937,0.3918,57,7,4,4,3.347,1.202
2014,17,NoPo HammaJammas,32,7,28,5,0.3092,0.3728,53,5,6,4,4.263,1.326
2014,17,Sweet Sweenies,30,6,25,3,0.3045,0.3697,78,8,5,3,2.711,1.084
2014,17,Kansas Sleazy,25,4,26,2,0.3418,0.4174,63,6,3,1,3.028,1.051
2014,18,Valar Morghulis,28,4,29,11,0.3467,0.3643,90,10,4,5,2.197,1.149
2014,18,OBP Kenobi,29,5,28,7,0.3288,0.3588,55,6,5,4,1.918,1.016
2014,18,Master Batters,28,6,32,1,0.3586,0.4106,74,7,3,4,3.227,1.088
2014,18,Kansas Sleazy,36,11,41,1,0.3156,0.4333,42,2,1,2,4.36,1.453
2014,18,Texas Spoilers,29,10,47,5,0.3218,0.4436,63,8,7,4,2.625,1.083
2014,18,KC Royal Monarchs,40,8,28,1,0.3294,0.4084,66,7,4,2,3.152,1.156
2014,18,The Elbow Room,31,7,20,8,0.263,0.3392,76,7,5,2,5.553,1.447
2014,18,Rockford Peaches,30,15,45,2,0.3229,0.5,44,4,2,6,4.872,1.466
2014,18,Jaso For  Prime Minister,33,7,27,7,0.332,0.4562,85,7,5,0,4.632,1.418
2014,18,One Hit Wonders,38,10,42,4,0.3522,0.4702,102,8,4,8,4,1.323
2014,18,Sweet Sweenies,29,7,26,2,0.3028,0.3543,76,11,5,1,2.796,1.175
2014,18,NoPo HammaJammas,25,3,21,2,0.3411,0.3871,48,5,5,0,3.675,1.243
2014,19,Valar Morghulis,27,8,38,5,0.3263,0.4086,77,5,4,5,2.627,1.005
2014,19,One Hit Wonders,49,9,29,10,0.3399,0.458,82,11,6,10,3.452,1.236
2014,19,Master Batters,32,4,29,2,0.2917,0.3217,71,7,6,3,3.522,1.252
2014,19,NoPo HammaJammas,42,8,26,11,0.3389,0.4238,57,6,1,4,2.623,1.011
2014,19,Texas Spoilers,28,5,20,3,0.3346,0.4191,59,7,5,1,3.447,1.238
2014,19,Kansas Sleazy,26,6,23,3,0.3027,0.3967,43,5,3,2,3.226,1.226
2014,19,Jaso For  Prime Minister,36,7,24,5,0.3321,0.4145,45,5,4,0,2.189,0.993
2014,19,Rockford Peaches,15,4,30,2,0.3086,0.3548,32,5,4,7,3.81,1.399
2014,19,The Elbow Room,37,7,39,5,0.3156,0.3986,90,10,5,2,2.67,1.022
2014,19,OBP Kenobi,44,8,34,4,0.3053,0.4063,69,7,3,6,2.929,1.429
2014,19,Sweet Sweenies,32,8,49,4,0.3597,0.4378,50,8,6,3,4.659,1.314
2014,19,KC Royal Monarchs,42,11,44,2,0.2727,0.35,39,3,4,2,5.151,1.322
2014,20,Valar Morghulis,32,9,28,7,0.2951,0.3281,70,4,7,7,3.344,1.252
2014,20,KC Royal Monarchs,44,11,36,4,0.3282,0.4486,59,3,3,3,4.197,1.508
2014,20,Master Batters,44,7,43,8,0.3427,0.4048,74,5,7,3,2.912,1.279
2014,20,Rockford Peaches,12,3,15,4,0.256,0.2634,26,1,3,6,5.971,1.529
2014,20,The Elbow Room,47,9,50,7,0.3529,0.4341,62,7,5,2,2.714,0.965
2014,20,NoPo HammaJammas,43,7,31,9,0.3816,0.4675,40,3,2,5,4.787,1.319
2014,20,Jaso For  Prime Minister,19,4,18,3,0.2907,0.3447,61,7,5,0,2.763,1.06
2014,20,Kansas Sleazy,38,10,46,2,0.3295,0.4896,54,5,5,1,3.995,1.515
2014,20,Texas Spoilers,35,6,42,2,0.3555,0.476,68,9,6,2,3.459,1.164
2014,20,One Hit Wonders,47,10,36,8,0.3696,0.4671,64,7,7,4,2.817,1.122
2014,20,Sweet Sweenies,37,12,47,3,0.3206,0.4719,46,5,1,3,3.995,1.378
2014,20,OBP Kenobi,36,7,31,1,0.3736,0.4487,60,4,2,6,4.346,1.493
2014,21,#4 The Elbow Room,71,17,76,12,0.2972,0.3782,164,22,10,6,3.845,1.237
2014,21,#1 Valar Morghulis,81,21,63,18,0.3499,0.4605,152,13,9,8,3.524,1.319
2014,21,#3 Master Batters,74,12,71,8,0.3398,0.4092,160,22,12,8,3.108,1.165
2014,21,#2 One Hit Wonders,81,19,84,10,0.338,0.4367,148,13,7,13,4.241,1.366
2014,21,#6 OBP Kenobi,71,29,78,9,0.3165,0.4803,90,8,10,13,4.449,1.321
2014,21,#5 Sweet Sweenies,51,9,62,10,0.3145,0.3909,147,16,12,5,2.903,1.095
2014,21,#8 Texas Spoilers,57,15,46,5,0.332,0.4501,140,19,11,2,2.469,1.103
2014,21,#7 KC Royal Monarchs,70,20,62,13,0.3087,0.3896,110,13,5,9,2.73,1.138
2014,21,#10 Jaso For  Prime Minister,47,12,54,4,0.3276,0.3892,117,14,6,0,3.245,1.19
2014,21,#9 Rockford Peaches,64,26,69,6,0.3577,0.5144,77,8,5,7,4.036,1.238
2014,21,#12 Kansas Sleazy,51,19,58,5,0.3044,0.4213,133,15,9,1,3.173,1.208
2014,21,#11 NoPo HammaJammas,54,11,42,7,0.3041,0.347,81,9,8,5,4.24,1.183
2014,22,#3 Master Batters,50,8,44,10,0.3021,0.3355,116,8,6,16,4.124,1.202
2014,22,#1 Valar Morghulis,76,15,80,12,0.396,0.4991,148,13,13,18,2.986,1.101
2014,22,#4 The Elbow Room,85,17,63,9,0.3344,0.4507,148,23,12,2,2.472,1.036
2014,22,#2 One Hit Wonders,55,15,76,7,0.3126,0.4084,144,15,9,10,3.382,1.226
2014,22,#8 Texas Spoilers,60,15,77,5,0.3121,0.4292,112,13,7,3,2.31,0.947
2014,22,#5 Sweet Sweenies,73,15,62,10,0.3495,0.4646,129,18,13,2,2.423,1.071
2014,22,#9 Rockford Peaches,58,16,54,7,0.3355,0.414,91,10,8,5,3.036,1.127
2014,22,#6 OBP Kenobi,75,17,72,9,0.3476,0.4412,117,12,12,5,3.963,1.276
2014,22,#12 Kansas Sleazy,42,7,45,2,0.2864,0.3424,118,10,9,0,3.558,1.248
2014,22,#7 KC Royal Monarchs,75,18,53,12,0.3554,0.4314,88,7,6,8,3,1.12
2014,22,#11 NoPo HammaJammas,56,7,46,14,0.3347,0.3638,91,10,11,5,2.47,1.152
2014,22,#10 Jaso For  Prime Minister,53,4,47,12,0.3162,0.3284,102,12,6,0,3.512,1.285
2015,1,Island of Misfit Toys,33,11,38,6,0.2847,0.3831,85,9,6,5,3.375,1.242
2015,1,Master Batters,27,7,21,4,0.2993,0.3187,61,4,2,1,4.765,1.29
2015,1,Starting From  the Bottom,21,2,21,3,0.2444,0.2953,62,6,2,3,4.964,1.359
2015,1,Sweet Sweenies,39,4,36,9,0.3194,0.3944,69,7,6,4,3.654,1.195
2015,1,Caribbean Dragons,29,8,21,9,0.3188,0.3697,79,5,5,4,5.5,1.458
2015,1,Rockford Peaches,37,11,47,5,0.3191,0.4475,44,5,3,5,5.345,1.492
2015,1,Cat  Destroyers,33,8,34,1,0.3167,0.4154,41,5,2,0,5.02,1.296
2015,1,John Jaso's  Dreadlocks,35,9,45,5,0.3322,0.4238,69,5,3,3,3.876,1.188
2015,1,Meaningless  Masters,39,13,34,8,0.3244,0.4354,64,7,6,7,1.311,0.859
2015,1,NoPo HammaJammas,32,4,28,3,0.2937,0.3381,57,7,4,5,1.929,0.98
2015,1,OBP Kenobi,37,8,42,5,0.3524,0.4542,69,7,6,3,2.466,1.192
2015,1,Kansas Sleazy,38,13,43,2,0.3194,0.4479,51,4,5,2,4.332,1.171
2015,2,Starting From  the Bottom,21,4,24,2,0.2846,0.332,54,3,5,2,5.4,1.364
2015,2,Island of Misfit Toys,52,16,45,6,0.378,0.5035,92,12,11,3,1.812,0.92
2015,2,Master Batters,37,6,20,5,0.3137,0.3578,47,4,7,9,4.32,1.387
2015,2,Caribbean Dragons,39,12,40,6,0.3682,0.4897,59,7,6,3,2.617,1.133
2015,2,Sweet Sweenies,37,12,41,8,0.3381,0.4864,49,7,5,3,4.671,1.354
2015,2,Cat  Destroyers,31,7,42,6,0.3085,0.4015,75,8,4,2,3.717,1.261
2015,2,Rockford Peaches,30,9,43,1,0.3372,0.4469,44,4,5,3,3.58,1.409
2015,2,Meaningless  Masters,28,4,24,4,0.301,0.2939,87,6,5,6,5.582,1.278
2015,2,John Jaso's  Dreadlocks,36,10,35,3,0.3431,0.502,57,2,4,6,2.939,1.245
2015,2,OBP Kenobi,37,6,31,4,0.3262,0.3849,62,1,3,5,4.571,1.27
2015,2,NoPo HammaJammas,27,5,26,6,0.3309,0.3884,74,8,5,3,3.619,1.32
2015,2,Kansas Sleazy,43,5,35,6,0.3569,0.458,49,4,2,3,4.28,1.189
2015,3,Island of Misfit Toys,41,7,36,13,0.3441,0.4007,61,5,5,5,4.263,1.382
2015,3,Caribbean Dragons,33,6,29,9,0.3889,0.4504,64,8,0,3,2.068,1.108
2015,3,Cat  Destroyers,34,6,26,8,0.3333,0.4185,44,6,3,3,3.434,1.211
2015,3,Starting From  the Bottom,33,3,32,4,0.3175,0.356,61,4,4,4,3.34,1.052
2015,3,Meaningless  Masters,43,8,35,8,0.3084,0.4134,79,8,6,3,3.667,1.284
2015,3,Master Batters,32,2,28,5,0.3345,0.3279,60,4,2,7,2.987,1.274
2015,3,OBP Kenobi,36,10,34,8,0.3478,0.41,66,5,4,5,2.143,1.127
2015,3,Sweet Sweenies,44,12,36,5,0.3367,0.463,61,4,6,3,3.787,1.466
2015,3,Kansas Sleazy,25,6,34,6,0.2817,0.346,65,6,4,2,4.343,1.161
2015,3,Rockford Peaches,38,13,41,1,0.3723,0.5232,49,4,5,3,3.042,1.183
2015,3,NoPo HammaJammas,24,6,34,2,0.2897,0.3829,68,7,8,3,2.878,1.081
2015,3,John Jaso's  Dreadlocks,49,13,36,2,0.3839,0.4924,65,4,2,5,4.794,1.584
2015,4,Cat  Destroyers,44,12,56,7,0.3427,0.4656,67,3,2,0,4.534,1.443
2015,4,Island of Misfit Toys,55,18,47,9,0.3584,0.5452,50,1,0,3,5.786,1.519
2015,4,Caribbean Dragons,40,6,20,0,0.3358,0.4348,51,8,1,1,4.073,1.374
2015,4,Meaningless  Masters,44,8,28,11,0.3981,0.4192,55,7,6,10,3.096,1.128
2015,4,Starting From  the Bottom,30,6,39,4,0.3469,0.4436,78,6,4,1,3.269,1.143
2015,4,OBP Kenobi,38,12,48,4,0.3407,0.4452,82,8,7,5,2.797,1.016
2015,4,Master Batters,26,5,32,7,0.3129,0.3633,48,3,1,4,5.294,1.412
2015,4,Kansas Sleazy,43,8,40,5,0.325,0.3986,33,6,5,5,4.241,1.194
2015,4,Sweet Sweenies,47,10,50,7,0.3411,0.4907,63,8,4,1,4.416,1.383
2015,4,NoPo HammaJammas,40,12,41,2,0.359,0.5317,49,6,5,3,2.915,1.006
2015,4,Rockford Peaches,30,3,35,5,0.3107,0.336,54,7,6,4,2.658,1.197
2015,4,John Jaso's  Dreadlocks,47,12,36,7,0.3376,0.4804,92,6,4,4,3.808,1.321
2015,5,Island of Misfit Toys,43,15,32,7,0.347,0.4894,75,3,3,3,5.927,1.302
2015,5,Meaningless  Masters,34,6,28,6,0.3228,0.4152,76,7,9,5,4.239,1.341
2015,5,OBP Kenobi,38,6,27,3,0.3356,0.3977,97,7,8,6,2.528,1.011
2015,5,Cat  Destroyers,46,10,38,8,0.3197,0.4486,84,11,9,0,2.132,0.997
2015,5,Kansas Sleazy,39,4,24,2,0.3696,0.3902,49,4,5,3,3.342,1.248
2015,5,Caribbean Dragons,39,15,51,5,0.3469,0.5148,38,6,4,1,3.915,1.335
2015,5,NoPo HammaJammas,32,7,28,5,0.3235,0.4291,57,2,4,2,5.031,1.248
2015,5,Starting From  the Bottom,34,9,27,3,0.37,0.4859,81,8,4,1,2.7,1.075
2015,5,John Jaso's  Dreadlocks,41,12,29,4,0.3963,0.5459,65,4,5,4,5.014,1.357
2015,5,Master Batters,39,9,42,4,0.3199,0.431,44,3,1,6,5.112,1.527
2015,5,Rockford Peaches,37,8,38,3,0.3279,0.4007,58,6,2,8,4.765,1.493
2015,5,Sweet Sweenies,27,10,31,7,0.3085,0.451,69,6,5,7,3.527,1.297
2015,6,OBP Kenobi,43,15,53,4,0.3384,0.4799,78,6,2,6,4.655,1.391
2015,6,Island of Misfit Toys,46,12,51,6,0.3693,0.4847,102,9,8,5,3,1.129
2015,6,Meaningless  Masters,28,5,32,5,0.3452,0.3458,73,6,3,6,2.182,1.121
2015,6,Kansas Sleazy,34,4,30,3,0.2881,0.3395,41,4,1,3,6.326,1.68
2015,6,Cat  Destroyers,37,11,38,4,0.3981,0.5387,66,7,4,0,5.712,1.592
2015,6,NoPo HammaJammas,35,13,34,3,0.3242,0.4725,69,6,4,4,3.692,1.154
2015,6,Caribbean Dragons,35,8,35,5,0.3956,0.4465,70,8,6,1,3.266,1.294
2015,6,John Jaso's  Dreadlocks,35,9,29,4,0.3333,0.4472,71,6,6,2,4.304,1.362
2015,6,Starting From  the Bottom,30,8,38,5,0.3,0.4049,56,5,5,1,3.516,1.228
2015,6,Rockford Peaches,40,15,40,3,0.3771,0.5391,54,4,3,6,5.027,1.324
2015,6,Master Batters,40,8,28,2,0.3642,0.4419,84,9,8,3,3.929,1.164
2015,6,Sweet Sweenies,31,14,34,3,0.2887,0.4432,77,8,6,6,3.115,1.185
2015,7,Island of Misfit Toys,41,16,58,5,0.3671,0.5445,66,5,3,5,4.481,1.353
2015,7,Kansas Sleazy,30,6,28,3,0.2912,0.3595,64,6,4,5,4.215,1.244
2015,7,NoPo HammaJammas,43,9,46,4,0.3277,0.4148,74,7,4,6,3.389,1.205
2015,7,OBP Kenobi,38,10,35,4,0.3395,0.4276,60,6,2,8,3.652,1.159
2015,7,John Jaso's  Dreadlocks,33,6,31,4,0.3117,0.3741,71,7,2,4,3.717,1.081
2015,7,Meaningless  Masters,25,6,21,5,0.3248,0.3922,92,8,6,7,4.422,1.129
2015,7,Rockford Peaches,33,9,28,5,0.3245,0.3903,56,3,5,2,3.682,1.379
2015,7,Cat  Destroyers,42,10,40,7,0.3101,0.4379,68,8,3,0,4.422,1.293
2015,7,Sweet Sweenies,26,5,34,7,0.2882,0.3115,53,7,5,2,2.571,1.114
2015,7,Caribbean Dragons,32,4,19,6,0.3296,0.4167,36,4,3,0,3.832,1.277
2015,7,Master Batters,39,7,33,4,0.2875,0.3542,72,6,6,5,2.677,1.112
2015,7,Starting From  the Bottom,27,7,24,4,0.3018,0.3765,50,6,4,1,1.328,1.066
2015,8,NoPo HammaJammas,41,18,40,8,0.3569,0.5405,73,5,4,5,3.332,1.111
2015,8,Island of Misfit Toys,43,13,40,4,0.3776,0.5118,85,6,5,3,4.481,1.332
2015,8,Kansas Sleazy,28,7,30,3,0.3106,0.3975,60,7,5,4,4.056,1.099
